pref,year,emp.rate,cap.rate,age,age.hus,emp.rate.hus,urate,nuc.rate,numhh,hh.type
北海道,1990,0.270199052,0.187579122,31.64818103,34.17721104,0.989507609,0.036226665,0.824096511,250086,all
青森県,1990,0.450784448,0.363190506,31.40026512,34.2434338,0.982038545,0.044869305,0.564962781,68647,all
岩手県,1990,0.526724329,0.261866512,31.54297754,34.25208314,0.990067484,0.026278864,0.496609955,63126,all
宮城県,1990,0.420634255,0.132799058,31.50385343,34.19710736,0.990252267,0.027302886,0.579067535,107307,all
秋田県,1990,0.547322877,0.268256294,31.46496176,34.20592212,0.991810245,0.027171728,0.414471143,51772,all
山形県,1990,0.677741038,0.222824653,31.45861544,34.23096975,0.994908938,0.017453505,0.320299515,57159,all
福島県,1990,0.538244573,0.152795688,31.42488182,34.06136428,0.992049374,0.024239838,0.485892308,101753,all
茨城県,1990,0.364148799,0.179772714,31.51686211,34.37358059,0.990924687,0.023773701,0.604518347,134651,all
栃木県,1990,0.395588441,0.19369881,31.477754,34.24928213,0.991708162,0.022647601,0.574556639,92983,all
群馬県,1990,0.354379183,0.275512438,31.57554495,34.22953421,0.99188854,0.024601383,0.6395875,89503,all
埼玉県,1990,0.247636867,0.14565279,31.80699266,34.69450787,0.991412582,0.026742109,0.787490737,298227,all
千葉県,1990,0.269501091,0.18696395,31.8712513,34.78505831,0.990942164,0.026568948,0.770702641,254255,all
東京都,1990,0.279331459,0.250915655,32.26275305,35.21863764,0.98740058,0.030957403,0.882264496,458910,all
神奈川県,1990,0.210874347,0.128101716,31.92118003,34.86239249,0.991457578,0.029682621,0.856422249,359617,all
新潟県,1990,0.575734494,0.400573578,31.69854008,34.40796155,0.994305404,0.020190572,0.427348567,110280,all
富山県,1990,0.562245429,0.421816918,30.91888379,34.03386342,0.994496923,0.019920647,0.430388249,46156,all
石川県,1990,0.547978168,0.496571198,30.88862805,34.05880627,0.992742141,0.022517417,0.552868909,51117,all
福井県,1990,0.602614413,0.408975879,31.02258375,34.12102705,0.993736843,0.018869808,0.435718184,38479,all
山梨県,1990,0.390750549,0.361824781,31.80428885,34.7456401,0.993127503,0.02419682,0.602221935,38705,all
長野県,1990,0.429680332,0.435805094,32.0306907,34.96286531,0.993851314,0.017282248,0.526793718,94817,all
岐阜県,1990,0.3861687,0.322973184,31.11291539,34.33368174,0.993685617,0.020243151,0.519546571,92804,all
静岡県,1990,0.356475237,0.189048293,31.44931497,34.42498994,0.993273941,0.023608303,0.590822508,169044,all
愛知県,1990,0.307229476,0.314661271,31.00393851,34.14988791,0.992199953,0.024545965,0.717168121,311793,all
三重県,1990,0.364349651,0.334353782,30.83704329,33.94173733,0.990664068,0.02595181,0.6053334,80549,all
滋賀県,1990,0.354673767,0.248424529,31.36248244,34.52123697,0.991488875,0.021560643,0.574525435,61214,all
京都府,1990,0.324063264,0.312864249,31.77584917,34.74827611,0.981721332,0.028488885,0.771826772,109636,all
大阪府,1990,0.231480798,0.205981042,31.33694197,34.27776431,0.982036717,0.042339717,0.861586818,379552,all
兵庫県,1990,0.249258515,0.199859591,31.46021931,34.44873453,0.985895302,0.03332653,0.768961426,242756,all
奈良県,1990,0.243051171,0.249843242,31.54211387,34.60121736,0.986644651,0.028601737,0.683372995,61773,all
和歌山県,1990,0.325538249,0.32991936,30.95499849,34.01751737,0.984898822,0.034230101,0.670772749,46354,all
鳥取県,1990,0.569648678,0.422078699,31.4648678,34.40003622,0.989750091,0.024812858,0.464360739,27610,all
島根県,1990,0.563193439,0.343522126,31.57896165,34.39884829,0.992191269,0.019416459,0.479709358,33168,all
岡山県,1990,0.371534793,0.271365823,31.04157651,33.92718731,0.987113433,0.029314658,0.643898007,83653,all
広島県,1990,0.338646235,0.284955981,31.21331221,34.14159592,0.990138813,0.025508376,0.776724131,126861,all
山口県,1990,0.33056455,0.291029886,31.38601843,34.33312998,0.990238866,0.028341769,0.731255964,63927,all
徳島県,1990,0.462201702,0.31992407,31.07924014,33.97752684,0.977832786,0.038753022,0.576152862,35954,all
香川県,1990,0.42962353,0.308548783,31.05390879,33.98572801,0.985339189,0.030940427,0.638534376,43722,all
愛媛県,1990,0.345189176,0.324004905,31.24999239,34.02979941,0.985724287,0.036547243,0.74051076,65706,all
高知県,1990,0.503072659,0.548166714,31.62028558,34.39938547,0.976412821,0.047427567,0.746023617,33196,all
福岡県,1990,0.316045261,0.26796684,31.80221234,34.43814381,0.980288094,0.044783098,0.762456542,216874,all
佐賀県,1990,0.49950198,0.299681529,31.63498773,34.30473969,0.988363336,0.02757714,0.491120667,41163,all
長崎県,1990,0.40603361,0.269400682,31.93419721,34.49416211,0.987419856,0.034968082,0.693028278,74085,all
熊本県,1990,0.472239447,0.361926848,31.49749583,34.06397567,0.986000477,0.031767491,0.609456237,83860,all
大分県,1990,0.365069864,0.229827858,31.4872898,34.21030284,0.985727914,0.033428819,0.686668787,53461,all
宮崎県,1990,0.474751557,0.354641615,31.58632598,34.17573798,0.985947574,0.03373499,0.775234666,54439,all
鹿児島県,1990,0.3492827,0.249215257,31.80590717,34.52182037,0.985557565,0.033820794,0.880506329,82950,all
沖縄県,1990,0.4147428,0.196810898,32.05204247,34.51863163,0.966084837,0.077469745,0.858175502,71384,all
北海道,1995,0.272038311,0.203448265,31.81489301,34.34120691,0.986469063,0.043871523,0.857619687,222601,all
青森県,1995,0.442719248,0.388768898,31.76305585,34.46712317,0.98173418,0.050486774,0.590396832,60605,all
岩手県,1995,0.490199853,0.275848935,31.87539813,34.4667495,0.988467327,0.032389927,0.540898113,57142,all
宮城県,1995,0.384730709,0.164066722,31.8234023,34.41953328,0.98661042,0.038944375,0.636940765,96717,all
秋田県,1995,0.51098207,0.303618314,32.01285489,34.6601875,0.990602629,0.03366347,0.470533478,45119,all
山形県,1995,0.632543146,0.246520386,31.9710068,34.64015017,0.991822935,0.02661147,0.375457011,50874,all
福島県,1995,0.485257677,0.172533167,31.73348107,34.3237853,0.988396083,0.034389124,0.546071807,91607,all
茨城県,1995,0.337692853,0.19061577,31.63181706,34.38639894,0.985352333,0.037728052,0.64785064,125549,all
栃木県,1995,0.372373906,0.210862998,31.6827904,34.40549624,0.987755781,0.036673837,0.627756731,84203,all
群馬県,1995,0.338866033,0.287874723,31.60526316,34.21845888,0.988319856,0.036917469,0.695867026,84588,all
埼玉県,1995,0.240097699,0.148932138,31.7722496,34.56469683,0.986104223,0.043978467,0.822286545,296421,all
千葉県,1995,0.255868319,0.189758715,31.8804381,34.71308072,0.985225177,0.042600301,0.801988935,239123,all
東京都,1995,0.287452396,0.27259926,32.44356545,35.32583499,0.981836178,0.048576347,0.901992208,411202,all
神奈川県,1995,0.215122832,0.134202552,31.99097486,34.76474951,0.986339154,0.045620894,0.881719963,345147,all
新潟県,1995,0.535265458,0.429228678,31.90762972,34.56276056,0.992164348,0.027215652,0.475855141,99545,all
富山県,1995,0.519643107,0.443010681,31.21217359,34.08343065,0.992969589,0.027918802,0.494464428,42814,all
石川県,1995,0.513708847,0.515053732,31.2406034,34.19173477,0.990188457,0.032644987,0.610710759,47597,all
福井県,1995,0.559098421,0.446790109,31.43551604,34.32589616,0.992391862,0.024941195,0.478600331,35094,all
山梨県,1995,0.371950578,0.366426691,31.98711882,34.77917981,0.989011567,0.034339756,0.665904311,38040,all
長野県,1995,0.38565752,0.443905504,32.23276921,35.03834106,0.991289141,0.024547152,0.594729211,90347,all
岐阜県,1995,0.348041023,0.334153638,31.3998041,34.39191058,0.990493201,0.031969561,0.570477068,86780,all
静岡県,1995,0.33865079,0.199311224,31.69198318,34.55276602,0.990240221,0.034976952,0.633947002,155024,all
愛知県,1995,0.292520888,0.321826317,31.19781573,34.10008409,0.988354555,0.037238243,0.757597902,299688,all
三重県,1995,0.350423768,0.350156369,31.1955619,34.10226752,0.989127445,0.033549781,0.665308689,76339,all
滋賀県,1995,0.327034462,0.259574826,31.59669566,34.5323344,0.989116506,0.031458697,0.630439611,58529,all
京都府,1995,0.317831718,0.340660434,31.89562804,34.73428388,0.976481117,0.044307448,0.800617383,99452,all
大阪府,1995,0.225309086,0.220123807,31.36446361,34.1233014,0.976297965,0.061864593,0.881803218,354189,all
兵庫県,1995,0.239122264,0.220231563,31.65377835,34.45932595,0.981085894,0.051199282,0.802835997,223484,all
奈良県,1995,0.231481481,0.267820279,31.7635643,34.6467473,0.983548585,0.041639497,0.747112888,58536,all
和歌山県,1995,0.304167836,0.369152581,31.22198054,34.09806811,0.982856207,0.04480717,0.73297315,42756,all
鳥取県,1995,0.54865239,0.473581589,31.87460305,34.70132725,0.985343213,0.030068716,0.516041039,24562,all
島根県,1995,0.549894205,0.382884434,31.85018088,34.58173504,0.991365777,0.024042202,0.527062999,29302,all
岡山県,1995,0.37059374,0.299959963,31.25684985,34.01004731,0.984688572,0.037325608,0.701765103,76936,all
広島県,1995,0.336287947,0.300338189,31.31390632,34.131634,0.986798173,0.037323561,0.817027454,117105,all
山口県,1995,0.3417363,0.307900492,31.44691706,34.28058756,0.987738587,0.036109941,0.789304248,56845,all
徳島県,1995,0.441020902,0.34614708,31.3617767,34.16941754,0.976803467,0.045077823,0.649725975,31384,all
香川県,1995,0.406968782,0.336637862,31.20358583,33.98640732,0.983516344,0.038929197,0.708137854,39433,all
愛媛県,1995,0.338257472,0.346862777,31.46668495,34.12794763,0.984062243,0.044250737,0.790941185,58352,all
高知県,1995,0.513643824,0.591603935,31.74216933,34.41929969,0.97548215,0.053591951,0.791820544,29244,all
福岡県,1995,0.326082124,0.292507064,31.93157156,34.56618033,0.977155155,0.054700373,0.799655458,197944,all
佐賀県,1995,0.47701753,0.322831827,32.00996311,34.66459326,0.987586504,0.03521708,0.546436169,37137,all
長崎県,1995,0.411864826,0.301783165,32.1979792,34.75933032,0.986213406,0.042197874,0.728167358,64628,all
熊本県,1995,0.461882029,0.400311513,31.84808976,34.37580401,0.983953143,0.04160841,0.661103756,74781,all
大分県,1995,0.376089534,0.259630939,31.8205779,34.44180483,0.985563021,0.038668756,0.746291943,48071,all
宮崎県,1995,0.462877867,0.378370562,31.93302973,34.41793567,0.984195017,0.042435051,0.820354839,48529,all
鹿児島県,1995,0.359893377,0.285494815,32.26799262,34.93124188,0.984156927,0.041276397,0.908194929,73155,all
沖縄県,1995,0.403287074,0.217758454,32.35594836,34.80778486,0.95709551,0.102620937,0.878596183,66077,all
北海道,2000,0.286236936,0.212567928,32.04963761,34.29423136,0.977292278,0.047757487,0.890876371,202266,all
青森県,2000,0.463165678,0.407113007,32.06906999,34.44720564,0.974842654,0.054232972,0.638239166,55451,all
岩手県,2000,0.486240462,0.296623227,32.11034404,34.45501138,0.983343214,0.04025419,0.597521562,52291,all
宮城県,2000,0.374368059,0.161246695,31.96046321,34.25883637,0.975759409,0.048955172,0.700805859,92572,all
秋田県,2000,0.519557675,0.344962521,32.30129053,34.67442151,0.982376875,0.043128613,0.546466638,40061,all
山形県,2000,0.609933789,0.270621234,32.24716621,34.69922218,0.98602927,0.0334105,0.461784054,46669,all
福島県,2000,0.468721957,0.185307397,31.85677514,34.24383649,0.979384121,0.042883859,0.614945922,84692,all
茨城県,2000,0.343078332,0.201735763,31.9243736,34.34708233,0.977124781,0.042380376,0.704794806,120130,all
栃木県,2000,0.378924603,0.220212141,31.93915778,34.35625326,0.98102021,0.041123804,0.695602456,80454,all
群馬県,2000,0.357134277,0.298452002,31.95537323,34.26563438,0.981957091,0.041193869,0.761502054,83246,all
埼玉県,2000,0.25729045,0.154906015,32.27180113,34.74567266,0.97843952,0.046968017,0.858466102,291923,all
千葉県,2000,0.264143887,0.195111931,32.33204463,34.82690732,0.978000967,0.046870371,0.843972853,237965,all
東京都,2000,0.29369727,0.267560851,32.99416556,35.56457629,0.971103109,0.048153999,0.92727177,417692,all
神奈川県,2000,0.228720417,0.137786737,32.55944174,35.00541213,0.979014586,0.047937172,0.910685715,354389,all
新潟県,2000,0.51169058,0.445775625,32.1875128,34.54632574,0.983550185,0.038592177,0.554917158,92767,all
富山県,2000,0.520941858,0.463457381,31.69188722,34.0670887,0.988693966,0.034446105,0.587843678,42809,all
石川県,2000,0.512586879,0.534018198,31.67123665,34.13362434,0.984594847,0.036479216,0.692045262,47192,all
福井県,2000,0.54068078,0.478211544,31.88525173,34.43447192,0.987606001,0.030801011,0.560635711,33726,all
山梨県,2000,0.386932206,0.381723307,32.42422589,34.9088801,0.981939708,0.03787229,0.734715591,36655,all
長野県,2000,0.38029731,0.448065347,32.52225346,35.01567208,0.985582578,0.0310015,0.675098301,89267,all
岐阜県,2000,0.354846228,0.346756243,31.81971588,34.38285028,0.984465499,0.037216673,0.646587188,85809,all
静岡県,2000,0.346468019,0.204413526,32.00986421,34.52883385,0.984698927,0.037950777,0.699065704,151558,all
愛知県,2000,0.303173925,0.312349418,31.75263199,34.26237649,0.982935783,0.040149464,0.8147346,308892,all
三重県,2000,0.360647161,0.354025481,31.67118767,34.16820273,0.981580607,0.038706429,0.746153124,74541,all
滋賀県,2000,0.324550798,0.257295428,31.92359362,34.43350126,0.980755668,0.036534681,0.714256927,59550,all
京都府,2000,0.318152474,0.332269206,32.24173374,34.68459118,0.965926285,0.048804647,0.851590712,99138,all
大阪府,2000,0.234857479,0.216613095,31.87880103,34.21327771,0.963160105,0.070017173,0.910208882,357140,all
兵庫県,2000,0.256650624,0.216632638,32.0252759,34.4218144,0.970563606,0.053497523,0.854012411,226896,all
奈良県,2000,0.237740283,0.271314944,32.21537814,34.72151677,0.973305739,0.049289791,0.810579486,57016,all
和歌山県,2000,0.300012387,0.386369826,31.73206986,34.10925307,0.971980676,0.049518053,0.796283909,40365,all
鳥取県,2000,0.534067202,0.488961814,32.06192019,34.53007235,0.979271162,0.035719568,0.611123441,22529,all
島根県,2000,0.533680491,0.403073168,32.11251627,34.5311512,0.983671192,0.0296229,0.601971359,26885,all
岡山県,2000,0.375440263,0.3034801,31.57457755,33.92192014,0.975543156,0.043326815,0.765166805,75807,all
広島県,2000,0.345793074,0.313248833,31.72891248,34.13594929,0.978956555,0.042589673,0.863222018,113432,all
山口県,2000,0.356356058,0.312889236,31.64963531,34.03101742,0.980537362,0.040580146,0.845229235,53744,all
徳島県,2000,0.430889055,0.363280704,31.69661928,34.12485545,0.964866336,0.048942414,0.729168084,29402,all
香川県,2000,0.403186717,0.340766637,31.49015109,33.87709483,0.973340896,0.047323267,0.783246532,38786,all
愛媛県,2000,0.342965488,0.335129644,31.76272083,34.083189,0.975369638,0.049977441,0.847514175,54851,all
高知県,2000,0.524710145,0.59130096,32.00742754,34.34873188,0.965724638,0.053080578,0.848442029,27600,all
福岡県,2000,0.342391644,0.301385126,32.13290387,34.44423249,0.966638522,0.058552018,0.843027498,191868,all
佐賀県,2000,0.469160067,0.337500237,32.18541534,34.59061217,0.978784901,0.044248082,0.608590092,34598,all
長崎県,2000,0.425600803,0.331082865,32.39303276,34.6799813,0.978928596,0.048547597,0.768907127,57756,all
熊本県,2000,0.469630118,0.410046473,32.1100192,34.40158439,0.975088101,0.044238947,0.722072601,69806,all
大分県,2000,0.384514348,0.280060998,32.11209065,34.46733008,0.977537345,0.044586947,0.804069547,44919,all
宮崎県,2000,0.471877088,0.388644689,32.12046315,34.33299933,0.974370964,0.049923422,0.857782231,44910,all
鹿児島県,2000,0.382350729,0.292791475,32.42814376,34.847848,0.976772524,0.049046071,0.929700781,66473,all
沖縄県,2000,0.424354713,0.228659424,32.42812386,34.78200989,0.947279696,0.093702794,0.892157954,62879,all
北海道,2005,0.328256072,0.236876448,32.55358237,34.46853598,0.961711773,0.065160238,0.908224296,184417,all
青森県,2005,0.509074923,0.468052631,32.62174213,34.6599887,0.961481295,0.08383793,0.667252821,47769,all
岩手県,2005,0.519253409,0.354090037,32.43023181,34.51257518,0.972923222,0.062186426,0.631670198,46719,all
宮城県,2005,0.398391433,0.206753569,32.41985438,34.37650154,0.957293361,0.068699973,0.742398541,86661,all
秋田県,2005,0.550876079,0.409579141,32.66781168,34.68337038,0.973010421,0.06131714,0.605230494,34643,all
山形県,2005,0.615128449,0.313338659,32.51367745,34.62178877,0.97932921,0.048084938,0.527093245,42040,all
福島県,2005,0.487488695,0.219781383,32.22833624,34.34129845,0.964714055,0.060449628,0.652436067,76291,all
茨城県,2005,0.376191629,0.24086753,32.58467181,34.67678262,0.967867488,0.058615903,0.739863865,111507,all
栃木県,2005,0.412205761,0.245861468,32.48052602,34.54136124,0.968343485,0.053958832,0.739508053,77488,all
群馬県,2005,0.413444371,0.345261312,32.64792379,34.66062592,0.974162118,0.056581216,0.802836301,78412,all
埼玉県,2005,0.300690247,0.183720272,33.04292587,35.16435382,0.972332415,0.056878277,0.878492708,277292,all
千葉県,2005,0.299539407,0.212548266,33.12712355,35.27888344,0.966498854,0.056080439,0.870944108,233395,all
東京都,2005,0.320555249,0.279053606,33.90062664,36.16084536,0.938201543,0.056472415,0.939178528,422729,all
神奈川県,2005,0.270953399,0.165440328,33.48220037,35.63671085,0.974282457,0.054645412,0.923571327,350850,all
新潟県,2005,0.546864375,0.501967983,32.7593019,34.79253701,0.980376251,0.048131096,0.613048302,83827,all
富山県,2005,0.562490789,0.530039294,32.55367232,34.51768607,0.981355932,0.04399232,0.652812577,40710,all
石川県,2005,0.546178735,0.605225594,32.5934397,34.53665067,0.974361263,0.047081515,0.747606828,44815,all
福井県,2005,0.571006487,0.545674398,32.686942,34.78534267,0.975303488,0.04243507,0.626726187,31138,all
山梨県,2005,0.427792501,0.44599689,33.06932895,35.27165007,0.969173597,0.053459709,0.780285723,32829,all
長野県,2005,0.414441147,0.492373937,33.11091249,35.27529703,0.975784443,0.046046524,0.727277061,83913,all
岐阜県,2005,0.395594366,0.390976608,32.59455093,34.72496855,0.977256469,0.048213424,0.710463998,81078,all
静岡県,2005,0.388681023,0.230461066,32.65808879,34.83950786,0.980609305,0.045543465,0.749259194,146462,all
愛知県,2005,0.347232834,0.340059714,32.65342256,34.80609422,0.976079596,0.045902995,0.850565817,303632,all
三重県,2005,0.402679642,0.384702166,32.47521331,34.58606586,0.972033002,0.047215708,0.802947606,70905,all
滋賀県,2005,0.362969116,0.288095663,32.63591213,34.73434587,0.971658135,0.047236476,0.781893074,58994,all
京都府,2005,0.363266686,0.357926325,33.07016488,35.12340906,0.9593143,0.06031223,0.883361323,94677,all
大阪府,2005,0.287602151,0.25510366,32.92869662,34.91386626,0.952654507,0.086093109,0.926263208,334921,all
兵庫県,2005,0.303461587,0.244426866,32.98497156,34.99478841,0.964689874,0.06530066,0.884710979,216057,all
奈良県,2005,0.289025617,0.308773888,33.07857364,35.20592446,0.964244254,0.066228635,0.846199985,51684,all
和歌山県,2005,0.3548187,0.445970379,32.50527266,34.47124006,0.967997519,0.063445895,0.835025094,35466,all
鳥取県,2005,0.558347107,0.532072032,32.48949233,34.55466352,0.967367178,0.055243271,0.660920897,21175,all
島根県,2005,0.579766693,0.471070835,32.57502011,34.57703138,0.977312953,0.044425164,0.648230088,24860,all
岡山県,2005,0.421633062,0.356265564,32.34553581,34.29036705,0.968725632,0.052752396,0.809346107,71816,all
広島県,2005,0.394911433,0.361461756,32.50495959,34.47111932,0.973332344,0.049534545,0.888448655,107771,all
山口県,2005,0.397060002,0.343326638,32.33525595,34.25777057,0.976488024,0.050517997,0.872526636,49932,all
徳島県,2005,0.470531149,0.408057065,32.35123736,34.40192602,0.954350342,0.072985714,0.777201299,26791,all
香川県,2005,0.440471693,0.371884785,32.28927627,34.28412219,0.967645313,0.060638599,0.834826488,37058,all
愛媛県,2005,0.381343003,0.350795488,32.36210347,34.2389982,0.959440449,0.063737175,0.877905249,50469,all
高知県,2005,0.547403394,0.60154627,32.60139224,34.5884982,0.947988767,0.079150838,0.86678796,25283,all
福岡県,2005,0.381283213,0.337925671,32.74325943,34.65005663,0.958750762,0.074007144,0.869032581,183664,all
佐賀県,2005,0.502002081,0.39175026,32.50761421,34.52577482,0.973042848,0.05725343,0.661664092,31717,all
長崎県,2005,0.47116543,0.390326497,32.7999456,34.72208837,0.972039793,0.064814675,0.799246104,51466,all
熊本県,2005,0.50764919,0.442971038,32.51910749,34.41158527,0.968210957,0.059275471,0.766359047,64582,all
大分県,2005,0.423929664,0.328473302,32.57614201,34.49593846,0.971521407,0.061091584,0.837538226,41856,all
宮崎県,2005,0.50791112,0.44154968,32.41204262,34.25596102,0.966460789,0.061331096,0.877679077,40639,all
鹿児島県,2005,0.418888365,0.321401723,32.60209509,34.6532687,0.965840884,0.068715221,0.93517901,61477,all
沖縄県,2005,0.458778279,0.272539091,32.74913175,34.83204583,0.907965205,0.118537577,0.899493654,61618,all
北海道,2010,0.377861062,0.272432146,33.32776662,35.11480227,0.957131293,0.071196347,0.923047402,166765,all
青森県,2010,0.559464367,0.539291978,33.28221617,35.20257729,0.959171836,0.089777818,0.695339688,39654,all
岩手県,2010,0.556280547,0.430675234,33.08579155,35.01300022,0.956434366,0.070700335,0.659438807,40307,all
宮城県,2010,0.424860252,0.240375008,33.22760281,35.04202436,0.934779896,0.077856174,0.77856109,80144,all
秋田県,2010,0.60218194,0.499896602,33.38788184,35.18009399,0.958207452,0.069772688,0.643672373,29790,all
山形県,2010,0.634169569,0.377287954,33.2042882,35.06636374,0.962968002,0.057902551,0.575070744,36752,all
福島県,2010,0.497621013,0.270747736,32.84517824,34.80052533,0.929140713,0.071468607,0.683572233,66625,all
茨城県,2010,0.419922009,0.291099654,33.36025567,35.28976046,0.952491717,0.066823972,0.779610825,102319,all
栃木県,2010,0.443987017,0.293542651,33.37134507,35.26165152,0.950906971,0.06284821,0.776229082,71171,all
群馬県,2010,0.467128028,0.405201808,33.56796836,35.45611186,0.957008686,0.063290292,0.83324624,70805,all
埼玉県,2010,0.355023326,0.218501485,33.90535172,35.89637891,0.95191671,0.062960726,0.902379811,262794,all
千葉県,2010,0.339274328,0.241698522,33.98001706,35.94243118,0.93798105,0.061436289,0.895805829,222690,all
東京都,2010,0.368281772,0.292081916,34.76372316,36.85853607,0.877567831,0.058698947,0.952657255,439476,all
神奈川県,2010,0.313738274,0.202679578,34.36377146,36.35589173,0.916950078,0.057555806,0.941761088,340494,all
新潟県,2010,0.58172426,0.559268658,33.52328501,35.34297244,0.96586443,0.055050612,0.663179064,76079,all
富山県,2010,0.606887554,0.594273784,33.70177489,35.54271425,0.970862439,0.052132759,0.698948112,36791,all
石川県,2010,0.597537607,0.642447419,33.61193351,35.37944333,0.972669349,0.053713181,0.789427038,41748,all
福井県,2010,0.611634056,0.603549586,33.43892121,35.35942182,0.965485634,0.052360905,0.659933016,28365,all
山梨県,2010,0.470226232,0.512606879,33.7981398,35.84593867,0.941956012,0.061812742,0.810972412,28599,all
長野県,2010,0.455037044,0.550009196,33.98625598,35.97065645,0.973625267,0.054463927,0.762693669,75451,all
岐阜県,2010,0.429963443,0.43335566,33.46548795,35.4279657,0.969150483,0.055696941,0.755255969,73583,all
静岡県,2010,0.42079066,0.262746672,33.50640012,35.53201532,0.974377449,0.058122355,0.783410409,136013,all
愛知県,2010,0.382168127,0.362309703,33.52439919,35.52995587,0.961642564,0.050925162,0.87818664,292981,all
三重県,2010,0.443509083,0.425462205,33.33217729,35.24576414,0.962507448,0.050870983,0.838128122,65453,all
滋賀県,2010,0.397112422,0.321480766,33.54934413,35.45153623,0.957584294,0.050718572,0.828206708,56795,all
京都府,2010,0.41435909,0.39489196,34.07117458,35.99221087,0.948670768,0.062126964,0.908359203,88585,all
大阪府,2010,0.336364258,0.304277256,33.8313769,35.69957725,0.917052041,0.079738654,0.940936028,307277,all
兵庫県,2010,0.346537521,0.278341173,33.82864846,35.68253532,0.947536073,0.065424704,0.906560487,200290,all
奈良県,2010,0.33423367,0.34902161,33.94148534,35.87573197,0.930724519,0.074148804,0.878281726,46279,all
和歌山県,2010,0.400038933,0.516259892,33.27262994,35.1164428,0.95808189,0.067440475,0.864642139,30822,all
鳥取県,2010,0.61038356,0.581167492,33.30726228,35.16967752,0.964180341,0.059032349,0.699363321,19319,all
島根県,2010,0.639975603,0.587274742,33.3429032,35.12102466,0.966541779,0.045574635,0.689422323,22954,all
岡山県,2010,0.455363404,0.39778816,33.22219072,35.0592817,0.958265566,0.072414482,0.842029872,67019,all
広島県,2010,0.423163627,0.393332257,33.31822662,35.08536074,0.955753335,0.053551512,0.905963638,102471,all
山口県,2010,0.430698765,0.376257368,33.1311785,34.91521045,0.958256453,0.059344937,0.896064428,46067,all
徳島県,2010,0.506831463,0.451329208,33.21810232,35.10905116,0.929877664,0.076273509,0.800100895,23787,all
香川県,2010,0.487843207,0.416781796,33.26489948,35.08841843,0.952440254,0.062574374,0.858595742,33726,all
愛媛県,2010,0.425803918,0.383179083,33.00757014,34.77629914,0.963829137,0.072600215,0.894148959,45838,all
高知県,2010,0.569284687,0.654558426,33.50633537,35.27911574,0.902048886,0.076998565,0.882054277,22256,all
福岡県,2010,0.415988009,0.354140731,33.45005135,35.1999889,0.945885031,0.078475629,0.89308019,180135,all
佐賀県,2010,0.54424403,0.439209994,33.08308706,34.88087231,0.97082102,0.063259299,0.706613676,29439,all
長崎県,2010,0.51539433,0.440678925,33.35555023,35.06318861,0.968013761,0.066411006,0.828833341,45926,all
熊本県,2010,0.532857928,0.475731124,33.06012095,34.78023026,0.946444164,0.066777487,0.801833705,61842,all
大分県,2010,0.467179913,0.348034159,33.24638337,34.95305306,0.965557149,0.070779011,0.863234961,39747,all
宮崎県,2010,0.551086227,0.462383049,32.85272718,34.51548067,0.958795603,0.070155017,0.892925332,38758,all
鹿児島県,2010,0.473845994,0.354665733,33.08501563,34.91398277,0.964684753,0.068466529,0.944445404,57907,all
